023790.KQ	Dongil Steel Co. Ltd.
042110.KQ	SCD Co., Ltd.
053610.KQ	Protec Co., Ltd.
053810.KQ	i-factory Co.,Ltd
052860.KQ	I&C Technology Co., Ltd.
051390.KQ	Yw Company Limited
057540.KQ	OMNISYSTEM Co., Ltd
051170.KQ	Suncore, Inc.
006920.KQ	Mohenz. Co., Ltd
014970.KQ	Samryoong Co., Ltd.
047820.KQ	Chorokbaem Media Co., Ltd.
114630.KQ	UNO & COMPANY Ltd.
036030.KQ	KTHitel Co., Ltd.
059120.KQ	Ajinextek Co, Ltd.
140860.KQ	Park Systems
091340.KQ	S&K Polytec Co., Ltd.
007820.KQ	SMCore, Inc.
213090.KQ	MIRAE TECH
064260.KQ	Danal Co. Ltd.
048770.KQ	TPC Mechatronics Corporation
066670.KQ	Display Tech Co., Ltd.
065570.KQ	Samyung ENC Co.Ltd
045510.KQ	Zungwon En-Sys Inc.
062860.KQ	TLi Inc.
024880.KQ	Korea Parts & Fasteners Co., Ltd.
054340.KQ	People & Telecommunication Inc.
092730.KQ	Neopharm Co Ltd
032040.KQ	C&S Corporation
126640.KQ	Hwashin Precision Engineering Co., Ltd.
099830.KQ	Signal Entertainment Group Corp.
084990.KQ	ViroMed Co. Ltd.
096640.KQ	MELFAS Inc.
080440.KQ	Sejin Electron Inc.
043580.KQ	Aimhigh Global Corp.
119500.KQ	Formetal Co., Ltd.
060150.KQ	INSUN Environmental New Technology Co., Ltd.
217810.KQ	NH SPAC VII
030270.KQ	KAHEE Co., LTD
130580.KQ	Nice D&B Co., Ltd.
004780.KQ	Daeryuk Can Co., Ltd.
086900.KQ	Medy-Tox Inc.
092600.KQ	NEXTCHIP Co., Ltd.
222420.KQ	CENOTEC
006730.KQ	Seobu T&D Co.,Ltd.
064760.KQ	Tokai Carbon Korea Co. Ltd.
036170.KQ	CTL Inc.
043290.KQ	Korea Materials & Analysis Corp.
090150.KQ	Kwang Jin Wintec Co.,Ltd.
095270.KQ	Wave Electronics Co., Ltd.
053290.KQ	Neungyule Education, Inc.
050860.KQ	Asia Agricultural Machinery Co., Ltd.
073010.KQ	KSP Co. Ltd.
036500.KQ	SS Comtech Co., Ltd.
037440.KQ	Heerim Architects & Planners Co., Ltd.
065350.KQ	Shinsung Delta Tech Co., Ltd
020400.KQ	Daedong Metals Co. Ltd.
036180.KQ	Young in Frontier Co. Ltd.
032790.KQ	Mgenplus Co., Ltd.
039560.KQ	DASAN Networks Inc.
121850.KQ	KOYJ Co., Ltd.
064550.KQ	Bioneer Corporation
122800.KQ	KTROLL Corporation
005710.KQ	Daewon San Up Co. Ltd.
011080.KQ	HYUNGJI Innovation and Creative Company Limited
052770.KQ	YD Online Corp.
101490.KQ	S&S TECH Corporation
092130.KQ	E-Credible Co.,Ltd
088130.KQ	Dong A Eltek Co., Ltd.
128660.KQ	PJ Metal Co., Ltd.
100130.KQ	Dongkuk Structures and Construction Co., Ltd.
018310.KQ	S-FORM Co., Ltd.
086670.KQ	BMT Co., Ltd.
075970.KQ	Dongkuk Refractories & Steel Co., Ltd.
086200.KQ	JNU Global Incorporation
159580.KQ	Zero To Seven Inc
009520.KQ	Posco M-Tech Co., Ltd.
038390.KQ	RedcapTour Co., Ltd.
064820.KQ	Cape Industries Ltd.
089530.KQ	AT semicon Co., Ltd.
131180.KQ	Dilli illustrate Inc.
043090.KQ	PharmswellBio Co., Ltd.
086450.KQ	DONGKOOK Pharmaceutical Co., Ltd.
006050.KQ	Kuk Young G&M Co., Ltd.
037330.KQ	INZI DISPLAY Co., Ltd
071280.KQ	Rorze Systems Corporation
198440.KQ	NH Special Purpose Acquisition 3 Co., Ltd.
001840.KQ	EE-HWA Construction Co., Ltd.
043220.KQ	Widwin Networks Corp.
069080.KQ	Webzen Inc.
120240.KQ	Daejung Chemicals & Metals Co., Ltd.
215200.KQ	megastudyEdu
067310.KQ	HANA Micron Inc.
037400.KQ	Wooree Lighting Co., Ltd.
050760.KQ	SPOLYTECH Co., Ltd.
093380.KQ	Pungkang Co., Ltd.
049630.KQ	Jaeyoung Solutec Co., Ltd.
095300.KQ	NSV Corporation, LTD.
030350.KQ	Dragonfly GF Co., Ltd
099660.KQ	Hansol SeenTec Co., Ltd.
066430.KQ	Shinhoo Co., Ltd.
039340.KQ	Korea Business News Co. Ltd.
095700.KQ	Genexine, Inc.
089150.KQ	Korea Computer Terminal Inc.
026260.KQ	Bota Bio. Co., Ltd.
052330.KQ	Kortek Corporation
067900.KQ	Y-Entec Co., Ltd.
091970.KQ	Nano Chem Tech Inc.
085370.KQ	Lutronic Corporation
207720.KQ	NH SL SPAC
068330.KQ	ilShinbiobase Co., Ltd.
076080.KQ	Welcron Hantec Co., Ltd.
139050.KQ	KyungBong Co., Ltd.
016100.KQ	Leaders Cosmetics Co., Ltd.
054300.KQ	Panstar Enterprise Co., Ltd.
009300.KQ	Sam-A Pharm. Co. Ltd
033430.KQ	Korea Resources Investment & Development, Inc.
078140.KQ	Daebong LS CO., LTD.
054940.KQ	EXA E&C Inc.
214430.KQ	i3system
038540.KQ	Texcell-NetCom Co., Ltd.
214310.KQ	Semicon Light
205500.KQ	Action Square Co., Ltd.
072020.KQ	Choong Ang Vaccine Laboratory Co., Ltd.
083450.KQ	Global Standard Technology Co., Ltd
101000.KQ	Dongnam Marine Crane Co., Ltd.
058110.KQ	MEKICS
105330.KQ	KNW Co.,Ltd.
078160.KQ	Medipost Co Ltd
059090.KQ	MiCo Ltd.
214150.KQ	KTB SPAC 2
051500.KQ	CJ Freshway Corporation
092460.KQ	Hanla IMS Co.,Ltd.
079970.KQ	TOBESOFT Co., Ltd.
106520.KQ	Digital Optics Co., Ltd.
025550.KQ	Hankuk Steel Wire Co., Ltd.
064290.KQ	INTEKPLUS Co., Ltd.
043260.KQ	Sungho Electronics Corp.
137950.KQ	JC Chemical Co., Ltd.
066790.KQ	Korea Cable T.V. Chung-Buk System Co., Ltd.
112240.KQ	SFC Co.,Ltd.
054040.KQ	Korea Computer Inc.
065160.KQ	Finetex EnE, Inc.
134580.KQ	Digital Multimedia Technology Co., Ltd.
218410.KQ	NH SPAC VIII
059210.KQ	Meta Biomed Co., Ltd.
079940.KQ	Gabia Inc
096630.KQ	S Connect Co., LTD.
204650.KQ	KTB Special Purpose Acquisition Company 1 Co., Ltd.
115450.KQ	G-treeBNT
236200.KQ	Suprema
206400.KQ	Entermate Co., Ltd.
023910.KQ	Daihan Pharmaceutical Co.,Ltd.
017680.KQ	Deco-netishion Co., Ltd.
039790.KQ	Winnova Co., Ltd.
067160.KQ	AfreecaTV Co., Ltd.
060260.KQ	Nuvotec Co. Ltd.
042420.KQ	NEOWIZ HOLDINGS Corporation
014100.KQ	Boryung Medience Co., Ltd.
141020.KQ	Fortis, Inc.
027710.KQ	FarmStory Co., Ltd.
060370.KQ	KT Submarine Co. Ltd.
138070.KQ	Shinjin SM Co., Ltd.
094190.KQ	Elk Corporation
042510.KQ	Raonsecure Co.Ltd
024740.KQ	Hanil Forging Industrial Co. Ltd.
036480.KQ	Daesung Microbiological Labs Co. Ltd.
130960.KQ	CJ E&M Corporation
038870.KQ	EcoBio Holdings Co., Ltd.
014190.KQ	Wonik Cube Corp.
139670.KQ	NexStreaming Corporation
040910.KQ	ICD Co., Ltd.
078350.KQ	Hanyang Digitech Co. Ltd.
066410.KQ	Candle Media Co., Ltd.
054180.KQ	ChoongAng Ocean Co., Ltd.
033320.KQ	JC Hyun Systems, Inc.
053110.KQ	Soribada Inc.
098120.KQ	Micro Contact Solution Co., Ltd.
204760.KQ	Hyundai Able 1st Special Purpose Acquisition Company
054670.KQ	Daehan New Pharm Co., Ltd.
097870.KQ	Hyosung ONB Co., Ltd.
020710.KQ	Sigong Tech Co. Ltd.
104460.KQ	DongYang P&F Co., Ltd.
016670.KQ	Pobis TNC Co., Ltd.
123840.KQ	Hanil Vacuum Co., Ltd.
053700.KQ	SAMBO MOTOS Co.,Ltd.
093520.KQ	MAKUS, Inc.
086520.KQ	ECOPRO Co. Ltd.
111870.KQ	Sambon Precision & Electronics Co., Ltd.
101400.KQ	NEOFIDELITY, Inc.
049480.KQ	Openbase Inc.
079650.KQ	SeoSan Ltd,.Co
089140.KQ	Nexturn Co. Ltd.
151910.KQ	Nanos Co., Ltd.
014620.KQ	Sung Kwang Bend Co. Ltd.
033340.KQ	Good People Co., Ltd.
106190.KQ	High Tech Pharm Co.,Ltd.
053800.KQ	AhnLab, Inc.
039830.KQ	Aurora World Corp.
067280.KQ	Multicampus Corporation
083550.KQ	KM Corporation
079370.KQ	Zeus Co., Ltd.
219550.KQ	MPHK
149950.KQ	Avatec Co., Ltd.
012700.KQ	The Leadcorp Inc.
095660.KQ	NEOWIZ Games Corporation
041910.KQ	EstechPharma Co., Ltd.
154040.KQ	Solueta Co., Ltd.
066620.KQ	Kukbo Design Co. Ltd.
196700.KQ	WAPS
084730.KQ	THINKWARE Systems Corporation
048830.KQ	NPK Co., Ltd.
078150.KQ	HB Technology Co., Ltd.
058420.KQ	J way Co., Ltd.
018680.KQ	Seoul Pharma Co. Ltd.
089230.KQ	Yonghyun Base Materials Co., Ltd.
019990.KQ	Enertork, Ltd.
035890.KQ	Seohee Construction Co., Ltd.
099320.KQ	Satrec Initiative Co., Ltd.
131370.KQ	RSUPPORT Co., Ltd.
065500.KQ	Orient Precision Industries Inc.
045520.KQ	Clean & Science Co., Ltd.
092300.KQ	Hyunwoo Industrial Co., LTD
072520.KQ	Tae Yang C&L Co., Ltd.
204840.KQ	IBKS No.2 Special Purpose Acquisition Company
096610.KQ	Rfsemi Technologies Inc
052600.KQ	Hannet Co. Ltd.
114450.KQ	KPX Life Science Co., Ltd.
109740.KQ	DSK Corporation
088800.KQ	ACE Technologies Corp
098460.KQ	Koh Young Technology Inc.
081970.KQ	HansolNexG Co., Ltd.
064090.KQ	Hanyang Hitao Co., Ltd.
078340.KQ	Com2uS Corporation
054780.KQ	Keyeast Co,.LTD
041960.KQ	Komipharm International Co., Ltd.
093640.KQ	TamulMultimedia,Co.,Ltd.
048430.KQ	Yura Tech. Co., Ltd.
039860.KQ	NanoEnTek Inc.
060380.KQ	Dongyang S.Tec Co.,Ltd
033110.KQ	ED Co., Ltd.
017250.KQ	Inter-M Corporation
084370.KQ	Eugene Technology Co., Ltd.
037340.KQ	CLinternational Co., Ltd.
225590.KQ	SHT-2 SPAC
900070.KQ	Global SM Tech Limited
180400.KQ	MG MED
187790.KQ	NANO Co., Ltd.
190510.KQ	NAMUGA
160550.KQ	NEW
126870.KQ	Neuros Co., Ltd.
900100.KQ	New Pride Corporation
215790.KQ	INNO INSTRUMENT
222040.KQ	NUTRIBIOTECH
080580.KQ	OKins
222110.KQ	PanGen
087010.KQ	PEPTRON
087600.KQ	Pixelplus
189860.KQ	SJEM
057500.KQ	SKC solmics Co., Ltd.
900040.KQ	China Great STAR International Limited
219130.KQ	TigerElec
019770.KQ	Seoyon Topmetal Co., Ltd.
195990.KQ	Ugint
142210.KQ	Unitrontech
177350.KQ	Vessel
072470.KQ	Woory Industrial Holdings Co.,Ltd.
214370.KQ	Caregen
175140.KQ	INFOMARK
03663016.KQ	SEJONG TELECOM 30R
223040.KQ	Kyobo 5 SPAC
220260.KQ	CAPE-ES SPAC
214180.KQ	Minwise
131760.KQ	FINETEK

